year,postal_code,elevation,forest,urban,other,years_till_next_fire
1997,95428,639,0.444868693115734,0.00185831996896749,0.553272986915298,4
1997,95429,639,0.394683922968906,0.000756099469289092,0.604559977561804,1
1997,95425,177,0.419863906815043,0.0125657035118504,0.567570389673105,5
1997,95449,639,0.289773446374892,0.00734678621118495,0.702879767413923,0
1997,95456,639,0.671288357838383,0.0250688598362881,0.303642782325328,
1997,95432,639,0.779513359940618,0.00175470059376654,0.218731939465614,6
1997,95301,167,0,0.10117559448037,0.898824405519629,
1997,96134,2635,0.021970671359453,0.0109386128976371,0.967090715742909,1
1997,96054,4366,0.282608131139685,0.000254601919945662,0.717137266940368,9
1997,93517,6465,0.253446159856831,0.00175464249506168,0.744799197648106,5
1997,89010,5689,0.0951945014355716,0.00137963045558799,0.90342586810884,
1997,93907,53,0.131133225544161,0.106183199880981,0.762683574574857,9
1997,93953,53,0.245178052164767,0.123005552822098,0.631816395013133,
1997,94567,17,0.133330345411896,0.0022010289898789,0.864468625598225,2
1997,94599,17,0.164179104477611,0.201492537313432,0.634328358208955,9
1997,94576,17,0.450081833060556,0.0450081833060556,0.504909983633387,
1997,96161,2519,0.62671910567065,0.0477163888995043,0.325564505429844,4
1997,95977,2519,0.438049560351718,0.00159872102318145,0.5603517186251,1
1997,92840,110,0,0.962295841538283,0.0377041584617166,
1997,92841,110,0,0.969595776948203,0.0304042230517964,
1997,92647,110,0.00369700392619088,0.933453929328564,0.0628490667452451,
1997,92673,110,0.0153116396671246,0.367782345904097,0.616906014428778,
1997,92865,110,0,0.85734895514558,0.142651044854419,
1997,92866,110,0,0.972487091546376,0.0275129084536238,
1997,92624,110,0,0.859649122807017,0.140350877192982,
1997,90743,110,0,0.571428571428571,0.428571428571428,
1997,95714,1354,0.725190839694656,0.015267175572519,0.259541984732824,
1997,95717,1354,0.816793893129771,0.00763358778625954,0.175572519083969,
1997,96140,1354,0.716401332839689,0.0892262125138837,0.194372454646427,
1997,95915,3432,0.728160659967664,0.0149111397945596,0.256928200237775,2
1997,95984,3432,0.744621141253508,0.00841908325537886,0.246959775491113,3
1997,96020,3432,0.732359387267097,0.0370624885821767,0.230578124150726,
1997,95947,3432,0.787375653200358,0.00173710325894765,0.210887243540693,4
1997,96118,2899,0.241435037363753,0.00389116488220852,0.754673797754037,4
1997,92234,851,0,0.561383556847328,0.438616443152671,11
1997,92240,851,0.000844853949372791,0.132267664087218,0.866887481963408,8
1997,92544,851,0.00335864125978241,0.0465099607323306,0.950131398007886,0
1997,92543,851,0,0.246128893587342,0.753871106412657,6
1997,92264,851,0.00720192097392131,0.143280428837461,0.849517650188617,14
1997,92282,851,0.00404206426208297,0.0202325956387833,0.975725340099133,7
1997,92239,851,0,0.0101734805852543,0.989826519414745,
1997,92201,851,0.00132218866533384,0.376890410764671,0.621787400569994,
1997,92373,1077,0.00531218240507386,0.181185324813543,0.813502492781383,0
1997,92210,851,0.00465034097080474,0.332148164849709,0.663201494179485,
1997,92324,1077,0.000977443364289216,0.317552872410229,0.681469684225481,0
1997,92399,1077,0.123068403535842,0.119577008098127,0.757354588366029,0
1997,95843,30,0.00447652733893534,0.507453518389895,0.488069954271169,
1997,95814,30,0,0.837630839928516,0.162369160071483,
1997,95864,30,0,0.696097458782792,0.303902541217207,
1997,95655,30,0,0.154755323857768,0.845244676142231,
1997,95824,30,0,0.803005746279652,0.196994253720347,
1997,95075,286,0.033003133834003,0.00137513057641679,0.96562173558958,4
1997,92394,1077,0.00109553636414704,0.190485442984566,0.808419020651286,
1997,92338,1077,0,0.00334401560540615,0.996655984394593,
1997,92410,1077,0,0.776844570161532,0.223155429838467,
1997,92337,1077,0,0.683429924718366,0.316570075281633,1
1997,92313,1077,0,0.572293022829375,0.427706977170624,
1997,92325,1077,0.598699898955877,0.0231660491748063,0.378134051869316,6
1997,92014,13,0,0.63313044242445,0.366869557575549,
1997,92020,13,0.005167986261436,0.764509421893299,0.230322591845264,
1997,92111,13,0.00339054738376169,0.816910441276868,0.179699011339369,6
1997,92108,13,0,0.764978189263776,0.235021810736223,
1997,92037,13,0.0154956451556029,0.592920978086689,0.391583376757707,
1997,92104,13,0.00735294117647058,0.845588235294117,0.147058823529411,
1997,92154,13,0,0.347439062435936,0.652560937564063,2
1997,92067,13,0.00543567367642084,0.316627991651514,0.677936334672064,10
1997,92075,13,0,0.645956366830982,0.354043633169017,
1997,92103,13,0.0143038129878621,0.79905186153909,0.186644325473047,
1997,91935,13,0.006115206674335,0.0169866852064861,0.976898108119178,2
1997,91978,13,0,0.246913580246913,0.753086419753086,1
1997,91906,13,0.00124644428814181,0.00592061036867363,0.992832945343184,0
1997,91948,13,0.491778774289985,0.00896860986547085,0.499252615844543,2
1997,92069,13,0.0287857604167405,0.389438124099557,0.581776115483701,7
1997,92010,13,0.0104674996899869,0.488575714914424,0.500956785395588,
1997,92058,13,0.00408580183861082,0.298640428592274,0.697273769569114,16
1997,94131,63,0.0469444674564382,0.800486013310137,0.152569519233424,
1997,94124,63,0,0.811964487601076,0.188035512398923,
1997,94134,63,0.0104166666666666,0.791666666666666,0.197916666666666,
1997,94108,63,0,0.926648096564531,0.0733519034354687,
1997,94130,63,0,0.445320974262893,0.554679025737106,
1997,95686,20,0,0.0173535791757049,0.982646420824295,
1997,95242,20,0,0.0443302197526833,0.955669780247316,
1997,95211,20,0,0.818181818181818,0.181818181818181,
1997,95240,20,0,0.0855202285172233,0.914479771482776,4
1997,95320,20,0,0.0409883843241147,0.959011615675885,
1997,93405,234,0.174123516269819,0.0511563370688684,0.774720146661312,3
1997,93433,234,0,0.776470588235294,0.223529411764705,
1997,93430,234,0.107221976074435,0.0194949047408063,0.873283119184758,16
1997,94070,15,0.0913790729405285,0.688042693638097,0.220578233421374,
1997,94065,15,0,0.678571428571428,0.321428571428571,
1997,94019,15,0.432629843557067,0.0755653892171923,0.491804767225739,
1997,93105,100,0.504264849639638,0.0311235059303819,0.464611644429979,3
1997,93109,100,0.082576056894508,0.329852683862956,0.587571259242535,
1997,95138,87,0.099631533016581,0.21063221177155,0.689736255211868,7
1997,95033,17,0.793221070764949,0.00203760613031534,0.204741323104734,11
1997,95120,87,0.497261298450553,0.167263686202668,0.335475015346778,19
1997,95136,87,0,0.878263361704112,0.121736638295887,
1997,95123,87,0.0244427731437166,0.877668926178429,0.0978883006778535,
1997,94304,87,0.294570103117563,0.255822897387207,0.449606999495228,
1997,95073,17,0.71244635193133,0.0615164520743919,0.226037195994277,
1997,95017,17,0.759939865077633,0.00822290284583747,0.231837232076528,12
1997,96011,557,0.860162440818439,0.000104123489336454,0.139733435692224,4
1997,96019,557,0.406157267892435,0.134000956491175,0.459841775616389,7
1997,96051,557,0.658323503705073,0.00439009513837601,0.33728640115655,2
1997,96069,557,0.448550928610941,0.00144488217069447,0.550004189218364,2
1997,96033,557,0.637311259620115,0.00113792443892629,0.361550815940958,2
1997,96025,2635,0.855085280669454,0.00560400223597914,0.139310717094566,10
1997,96075,309,0.251974764080988,0.00264147635402198,0.745383759564989,1
1997,95936,2899,0.836653230024445,0.000624209744134186,0.162722560231419,
1997,96049,557,0.763137449283918,0.00186573918080126,0.23499681153528,2
1997,95687,19,0.0028330146945798,0.186933629543216,0.810233355762204,7
1997,94590,19,0,0.754095769142331,0.245904230857668,
1997,95441,177,0.388398407007295,0.0122579512470511,0.599343641745653,2
1997,95448,177,0.479850718311632,0.0242934345458121,0.495855847142555,7
1997,95465,177,0.570409429450323,0.00295615349427094,0.426634417055406,
1997,95405,177,0.0860626097737369,0.462258497778696,0.451678892447567,20
1997,95407,177,0.00136054320892457,0.295997852788483,0.702641604002592,
1997,95476,177,0.142099848368598,0.0800534939554998,0.777846657675901,4
1997,94951,177,0.107462065756798,0.0869493379848797,0.805588596258321,10
1997,95497,177,0.577368999596355,0.044644602460962,0.377986397942682,
1997,95350,86,0,0.906979992623002,0.0930200073769973,
1997,95367,86,0,0.473801870251315,0.526198129748684,
1997,95313,86,0,0.0204641096409482,0.979535890359051,
1997,95319,86,0,0.429899302865995,0.570100697134004,
1997,95957,59,0,0.0249888442659527,0.975011155734047,
1997,96055,309,0.012451270227891,0.0154395750825849,0.972109154689524,2
1997,96074,309,0.117117117117117,0.0016087516087516,0.881274131274131,2
1997,95552,2011,0.703877084065482,0.000186208237283239,0.295936707697233,3
1997,95527,2011,0.813327175274338,0.000231479502985999,0.186441345222675,2
1997,96052,2011,0.650723109410479,0.00408144537585577,0.345195445213664,0
1997,96010,2011,0.815003311723361,0.000166816743352847,0.184829871533285,2
1997,95379,1874,0.383453849425776,0.00997536050142922,0.606570790072794,5
1997,95383,1874,0.713140474905507,0.00328068911823888,0.283578835976253,0
1997,93012,116,0.0133450908108885,0.163574727201755,0.823080181987355,7
1997,93066,116,0.0284265029486685,0.0291216056790447,0.942451891372286,0
1997,93036,116,0,0.411468920301546,0.588531079698454,18
1997,93004,116,0,0.485034013605442,0.514965986394557,17
1997,93022,116,0.152053147013344,0.1462688276731,0.701678025313555,20
1997,95616,65,0,0.200195261289218,0.799804738710782,
1997,95691,65,0,0.157007307069854,0.842992692930145,
1997,95637,65,0.126431871208989,0.00294027607462766,0.870627852716382,2
1997,95698,65,0,0.0102422507991021,0.989757749200897,9
1997,95935,63,0.779873329554401,0,0.220126670445598,0
1997,94705,42,0.346822584455468,0.290668556579258,0.362508858965272,
1997,94602,42,0.0239423850446286,0.727120656851352,0.248936958104018,
1997,95646,5525,0.412790697674418,0.0348837209302325,0.552325581395348,
1997,95689,1975,0.769220379962526,0.00427882629914315,0.22650079373833,
1997,95969,174,0.317313499749276,0.0512655490663569,0.631420951184366,5
1997,95916,174,0.799014717328948,0.000617582975080765,0.20036769969597,2
1997,95978,174,0.852558331171506,0.00434908669179472,0.143092582136698,11
1997,95948,174,0,0.0320163004684054,0.967983699531594,
1997,95228,133,0.139533052923487,0.0030573257732122,0.8574096213033,6
1997,95248,133,0.478116889610606,0.000974318191558766,0.520908792197835,18
1997,95233,133,0.327836104144008,0,0.672163895855991,4
1997,95252,133,0.111566522912373,0.0189625935026621,0.869470883584964,2
1997,95245,133,0.688747093000175,0.00185716598541814,0.309395741014406,6
1997,95232,133,0.81180811808118,0.003690036900369,0.18450184501845,18
1997,95932,61,0,0.0272998969290681,0.972700103070931,
1997,95645,65,0,0.0299251870324189,0.970074812967581,
1997,94596,23,0.041860465116279,0.497674418604651,0.460465116279069,
1997,94583,23,0.197508475912638,0.361723359909908,0.440768164177452,
1997,94804,23,0,0.820175939282613,0.179824060717386,
1997,94569,23,0.183673469387755,0.0408163265306122,0.775510204081632,14
1997,95635,1866,0.77758265545557,0.00292184388455508,0.219495500659874,5
1997,96142,1866,0.559362385636126,0.0193344575775842,0.421303156786289,
1997,93660,296,0,0.0466328213177593,0.95336717868224,
1997,93611,296,0,0.489391007948034,0.510608992051965,
1997,93706,296,0,0.0630537178766141,0.936946282123385,
1997,93618,331,0,0.0527424012657077,0.947257598734292,
1997,93622,296,0.000274236862501581,0.0238572945372372,0.975868468600261,1
1997,93728,296,0,0.848407643312102,0.151592356687897,
1997,93701,296,0,0.966101694915254,0.0338983050847457,
1997,93620,167,0,0.0210970457636118,0.978902954236388,
1997,93656,296,0,0.0140904897010831,0.985909510298916,
1997,93242,296,0,0.0139484279788282,0.986051572021171,
1997,95943,132,0.00191754554170661,0.023489932885906,0.974592521572387,
1997,95546,44,0.878081124876019,0.00448417140985418,0.117434703714126,0
1997,95547,44,0.406082468304099,0.0194151565821341,0.574502375113766,
1997,95525,44,0.764198198459358,0.00671179252067401,0.229090009019967,20
1997,95570,44,0.565736559804942,0.0128695769973244,0.421393863197732,
1997,92266,41,0.000927871428372178,0.00618580952248119,0.992886319049146,
1997,93513,3910,0.118163307781074,0.000875036665459744,0.880961655553466,0
1997,92328,3910,0,0.00361350325570897,0.996386496744291,13
1997,93307,408,0,0.104476442943067,0.895523557056932,12
1997,93528,408,0,0.028169014084507,0.971830985915493,
1997,93516,408,0,0.050849262102682,0.949150737897318,
1997,93561,408,0.134450522583792,0.0221182401875019,0.843431237228705,0
1997,93224,408,0,0.017994009476471,0.982005990523529,0
1997,93461,234,0.00150371978314618,0.00122177232380627,0.997274507893047,3
1997,93276,408,0,0.166666666666666,0.833333333333333,
1997,93201,331,0,0.0210036891556938,0.978996310844306,8
1997,95467,1343,0.113272571006648,0.0493224367049753,0.837404992288376,18
1997,95461,1343,0.374455137179352,0.00386590803917391,0.621678954781473,3
1997,95453,1343,0.138190741484014,0.0242047791911152,0.83760447932487,6
1997,96119,4258,0.181232716873691,0.00202915960088449,0.816738123525424,5
1997,96113,4258,0,0.0681314078460117,0.931868592153988,14
1997,96056,557,0.418855407667842,0.000478001867705618,0.580666590464452,0
1997,91306,267,0,0.904142001105984,0.0958579988940158,
1997,91755,267,0,0.787718775284248,0.212281224715751,
1997,90701,267,0,0.969967277780268,0.0300327222197319,
1997,90241,267,0,0.90968589694994,0.0903141030500593,
1997,90250,267,0,0.978636368581572,0.0213636314184275,
1997,90210,267,0.0206280022740351,0.391570422939242,0.587801574786722,9
1997,90004,267,0,0.93886258075253,0.0611374192474697,
1997,90013,267,0,0.999999999999999,2.22E-16,
1997,90069,267,0,0.728391001184054,0.271608998815945,
1997,91384,267,0.0787425136817405,0.0245421103564541,0.896715375961805,0
1997,90704,267,0.0124037639007698,0.00513259195893926,0.98246364414029,6
1997,90059,267,0,0.975609756097561,0.024390243902439,
1997,91601,267,0,0.961821691570744,0.0381783084292557,
1997,91352,267,0,0.544491333692147,0.455508666307852,20
1997,91311,267,0.0159270824031842,0.20647693148173,0.777595986115085,6
1997,90068,267,0.0219542204911419,0.310246107079767,0.667799672429091,10
1997,90744,267,0,0.865178722831966,0.134821277168033,
1997,90023,267,0.00618433911556315,0.938156608844368,0.0556590520400686,
1997,90016,267,0,0.970149253731343,0.0298507462686566,
1997,90713,267,0,0.966999849999318,0.033000150000682,
1997,90058,267,0,0.990653720338543,0.00934627966145695,
1997,91006,267,0,0.710928053204353,0.289071946795646,2
1997,90638,267,0,0.909648720843159,0.0903512791568406,
1997,90606,267,0,0.930404365735475,0.0695956342645245,
1997,91016,267,0.0203412269552286,0.558593076627815,0.421065696416956,
1997,91008,267,0.0519480519480519,0.233766233766233,0.714285714285714,19
1997,91759,1077,0.339193673120828,0.0019973729378784,0.658808953941292,0
1997,90602,267,0.00666666666666666,0.613333333333333,0.38,
1997,91371,267,0,0.523590333716915,0.476409666283084,
1997,93644,272,0.82010154816677,0.0159347738608573,0.163963677972372,17
1997,93614,272,0.448750987057856,0.0045017691674159,0.546747243774727,6
1997,94970,7,0.444015444015444,0.0463320463320463,0.509652509652509,3
1997,94933,7,0.634555936168435,0.040939092656028,0.324504971175536,
1997,95470,639,0.419423304428904,0.00884146888480735,0.571735226686288,11
1997,95427,639,0.901676034941256,0,0.0983239650587438,11
1997,95460,639,0.683807439824945,0.012035010940919,0.304157549234135,
1997,95417,639,0.873727612454405,0.000858311408458723,0.125414076137135,2
1997,95463,639,0.826322524888231,0,0.173677475111768,
1997,96108,4366,0.360659285775831,0.00128890420129726,0.638051810022871,1
1997,93512,6465,0.166368552136782,0.000791232275106759,0.832840215588111,13
1997,93923,53,0.5635341209593,0.0200506668443886,0.41641521219631,8
1997,93901,53,0,0.362207776986395,0.637792223013604,
1997,93943,53,0,1,0,
1997,94503,17,0.00561996047639679,0.213241463852811,0.781138575670791,
1997,94574,17,0.35219398448087,0.016130655791304,0.631675359727825,3
1997,94508,17,0.549810370841758,0.0107516396892032,0.439437989469038,11
1997,92844,110,0,0.976899179522583,0.0231008204774167,
1997,92843,110,0,0.954520704011794,0.0454792959882051,
1997,92602,110,0.00831443456470902,0.240389266011236,0.751296299424054,0
1997,92649,110,0,0.652754391712571,0.347245608287428,
1997,92637,110,0,0.616872586872587,0.383127413127413,4
1997,92629,110,0.00523812919256021,0.668681472380524,0.326080398426915,20
1997,92692,110,0.00550737867031796,0.643544804503271,0.350947816826411,7
1997,92614,110,0,0.938874448760258,0.0611255512397417,
1997,92870,110,0,0.904267026837748,0.095732973162252,
1997,92610,110,0.00875558391831525,0.19843267389917,0.792811742182514,10
1997,92530,851,0.0227733773593248,0.122636418817895,0.854590203822779,2
1997,95648,1354,0.0702282534098827,0.0307569246944122,0.899014821895705,4
1997,95765,1354,0.00697892870688058,0.287939793785335,0.705081277507783,4
1997,95677,1354,0.0432245770155274,0.438914349118675,0.517861073865796,13
1997,95678,1354,0,0.627860050857997,0.372139949142002,
1997,95736,1354,0.6,0.0666666666666666,0.333333333333333,
1997,96122,3432,0.578482629259515,0.0219661155311452,0.399551255209339,10
1997,96135,3432,0.119801715346162,0.00274355073311821,0.877454733920719,5
1997,95923,3432,0.84588689959776,0.00512658727028945,0.14898651313195,15
1997,95956,3432,0.889950769891058,0.000923035258541238,0.1091261948504,2
1997,92509,851,0,0.437646579268686,0.562353420731313,0
1997,92879,851,0,0.711504498709283,0.288495501290716,13
1997,92881,851,0.00971072277762893,0.209662738625468,0.780626538596902,0
1997,92595,851,0.00296824772375271,0.160087789249095,0.836943963027151,2
1997,92591,851,0.00179106888385797,0.291790521793726,0.706418409322415,
1997,92223,851,0.00285155069247173,0.0774394327292888,0.919709016578239,0
1997,92587,851,0,0.327563868934949,0.67243613106505,12
1997,92028,13,0.0219565080933521,0.102413500538073,0.875629991368574,0
1997,95818,30,0,0.705969362756427,0.294030637243572,
1997,95673,30,0.00366526434371555,0.173393953930861,0.822940781725423,
1997,95632,30,0.00145217957270102,0.0304546448474164,0.968093175579882,4
1997,95680,30,0,0.0476190476190476,0.952380952380952,
1997,95842,30,0,0.837144216506674,0.162855783493325,
1997,95841,30,0,0.739306315079781,0.260693684920218,
1997,95639,30,0,0.0335195530726257,0.966480446927374,
1997,92345,1077,0.00827196830281022,0.229587731728128,0.762140299969061,2
1997,92341,1077,0.701195219123506,0.131474103585657,0.167330677290836,10
1997,91709,1077,0.0279423740213394,0.228553541799262,0.743504084179398,8
1997,91761,1077,0,0.586005671077504,0.413994328922495,
1997,91764,1077,0,0.713303270555179,0.286696729444821,
1997,91737,1077,0,0.391967294624606,0.608032705375393,6
1997,91708,1077,0.00287119979744388,0.127886714205571,0.869242085996984,10
1997,92374,1077,0,0.411856191823286,0.588143808176713,9
1997,92358,1077,0.35401134980385,0.00908479092382199,0.636903859272328,5
1997,92408,1077,0,0.571116644321011,0.428883355678988,
1997,92376,1077,0,0.755191274334724,0.244808725665276,
1997,92268,1077,0.0201369311316955,0.00161095449053564,0.978252114377768,8
1997,92040,13,0.00678127300201218,0.124409554277553,0.868809172720434,0
1997,92109,13,0,0.57375265500298,0.426247344997019,
1997,92116,13,0.00772448543043209,0.759305033987735,0.232970480581832,
1997,92117,13,0.0068179288338095,0.829319876813476,0.163862194352714,
1997,91910,13,0.00968545715709553,0.798815700759241,0.191498842083663,
1997,92026,13,0.0131878311542633,0.183376122352314,0.803436046493422,7
1997,91934,13,0.000701262272089761,0.00981767180925666,0.989481065918653,6
1997,92003,13,0.00343987574982916,0.0877644918319334,0.908795632418237,8
1997,92102,13,0.00555538504036094,0.882993155520088,0.11145145943955,
1997,92056,13,0,0.693815716417392,0.306184283582607,
1997,92054,13,0,0.555153396716715,0.444846603283284,10
1997,92140,13,0,0.862068965517241,0.137931034482758,
1997,92060,13,0.419266979210208,0.000902076521560381,0.579830944268231,0
1997,92055,13,0.0103805253364848,0.0684348043644082,0.921184670299107,5
1997,94114,63,0.0166963490650044,0.933214603739982,0.0500890471950135,
1997,94110,63,0,0.965785262516193,0.0342147374838069,
1997,95304,20,0.0346308408736839,0.0498875449042097,0.915481614222106,6
1997,95205,20,0,0.695832742025694,0.304167257974305,
1997,95361,86,0.00394433603992885,0.023372838175235,0.972682825784836,2
1997,93420,234,0.313190874109702,0.0288984923960017,0.657910633494295,2
1997,93428,234,0.282377919320594,0.0199575371549893,0.697664543524416,3
1997,94010,15,0.0751909799082543,0.5086894680821,0.416119552009645,
1997,94015,15,0.0144428681070772,0.617773333023234,0.367783798869688,
1997,94038,15,0.0714285714285714,0.171428571428571,0.757142857142857,
1997,94020,15,0.795729948066936,0.000577034045008655,0.203693017888055,
1997,93103,100,0.199616157592656,0.332584961344172,0.467798881063171,11
1997,93013,100,0.470997073054262,0.0661060015904271,0.46289692535531,20
1997,93460,100,0.180154913478529,0.00771574040494702,0.812129346116523,0
1997,94085,87,0,0.921875,0.078125,
1997,95148,87,0.0926747651072283,0.521067072674276,0.386258162218494,14
1997,95127,87,0.147743641095047,0.456868797847763,0.395387561057189,
1997,95119,87,0.0796510079729327,0.689744834824015,0.230604157203051,
1997,95014,87,0.471819131703699,0.322752083304419,0.205428784991881,10
1997,94043,87,0,0.658940080077532,0.341059919922467,
1997,95129,87,0,0.934131736526946,0.0658682634730538,
1997,95128,87,0,0.909296988953612,0.0907030110463874,
1997,95117,87,0,0.948528798866383,0.0514712011336166,
1997,95007,17,0.709677419354838,0.032258064516129,0.258064516129032,
1997,96003,557,0.458966795667689,0.0329231931419694,0.508110011190341,2
1997,96125,2899,0.712605252392776,0.000637677349431795,0.286757070257791,9
1997,96124,2899,0.586566351037959,0.00389976167674278,0.409533887285297,10
1997,96086,2635,0.793605486570627,0.000260785109480253,0.206133728319892,7
1997,96067,2635,0.757218643501597,0.0226814239986621,0.22009993249974,20
1997,95403,177,0.127715850372065,0.327228689990196,0.545055459637738,20
